Gene Symbol,Gene ID,Interaction Count,Organism Count
RSAD2,91543,1,1
RSL1D1,26156,1,1
RSPO3,84870,1,1
RSRC1,51319,1,1
RSRP1,57035,1,1
RTCA,8634,1,1
RTN4IP1,84816,1,1
RUFY1,80230,1,1
RUNDC3B,154661,1,1
RUNX1,861,1,1
RUSF1,64755,1,1
RUVBL2,10856,1,1
RWDD2A,112611,1,1
RWDD2B,10069,1,1
RXRG,6258,1,1
RYK,6259,1,1
S100A1,6271,1,1
S100A11,6282,1,1
S100A13,6284,1,1
S100A16,140576,1,1
S100A2,6273,1,1
S100A3,6274,1,1
S100A4,6275,1,1
S100A6,6277,1,1
S100G,795,1,1
S100P,6286,1,1
SACS,26278,1,1
SAFB,6294,1,1
SALL1,6299,1,1
SAMD4A,23034,1,1
SAMD4B,55095,1,1
SAMD9,54809,1,1
SAMHD1,25939,1,1
SAP30BP,29115,1,1
SAP30L,79685,1,1
SAPCD2,89958,1,1
SART1,9092,1,1
SASH1,23328,1,1
SASS6,163786,1,1
SATB2,23314,1,1
SBDS,51119,1,1
SBF2,81846,1,1
SC5D,6309,1,1
SCAF11,9169,1,1
SCAND3,114821,1,1
SCAPER,49855,1,1
SCARA3,51435,1,1
SCARNA2,677766,1,1
SCD,6319,1,1
SCFD2,152579,1,1
SCG5,6447,1,1
SCGB1A1,7356,1,1
SCLT1,132320,1,1
SCMH1,22955,1,1
SCML2,10389,1,1
SCN1A,6323,1,1
SCN5A,6331,1,1
SCN9A,6335,1,1
SCRIB,23513,1,1
SDC2,6383,1,1
SDC4,6385,1,1
SDF2L1,23753,1,1
SDHA,6389,1,1
SDHAF4,135154,1,1
SEC11C,90701,1,1
SEC14L3,266629,1,1
SEC22A,26984,1,1
SEC24D,9871,1,1
SEC31A,22872,1,1
SEC62,7095,1,1
SEK-1,181043,1,1
SELENOO,83642,1,1
SELENOS,55829,1,1
SELL,6402,1,1
SEMA3C,10512,1,1
SEMA3F,6405,1,1
SEMA3G,56920,1,1
SEMA4G,57715,1,1
SENP1,29843,1,1
SENP3,26168,1,1
SENP7,57337,1,1
SEPSECS,51091,1,1
SERAC1,84947,1,1
SERINC2,347735,1,1
SERPINA10,51156,1,1
SERPINA4,5267,1,1
SERPINA6,866,1,1
SERPINA7,6906,1,1
SERPINB2,5055,1,1
SERPINB3,6317,1,1
SERPINB9,5272,1,1
SERPINC1,462,1,1
SERPINE2,5270,1,1
SERPINF1,5176,1,1
SERPINF2,5345,1,1
SERPINI1,5274,1,1
SESN1,27244,1,1
SESN3,143686,1,1
SETD2,29072,1,1
SETD5,55209,1,1
SETD6,79918,1,1
SETDB2,83852,1,1
SETMAR,6419,1,1
SF3A2,8175,1,1
SF3B1,23451,1,1
SF3B3,23450,1,1
SF3B4,10262,1,1
SFRP1,6422,1,1
SFRS3,100305297,1,1
SFT2D2,375035,1,1
SGK1,6446,1,1
SGK3,23678,1,1
SGO2,151246,1,1
SH2B3,10019,1,1
SH2D5,400745,1,1
SH3BGR,6450,1,1
SH3BGRL,6451,1,1
SH3BGRL2,83699,1,1
SH3BGRL3,83442,1,1
SH3BP2,6452,1,1
SH3D19,152503,1,1
SH3KBP1,30011,1,1
SH3PXD2A,9644,1,1
SH3RF1,57630,1,1
SH3YL1,26751,1,1
SHC1,6464,1,0
SHMT1,6470,1,1
SHROOM1,134549,1,1
SI,6476,1,1
SIAH1,6477,1,1
SIAH2,6478,1,1
SIK2,23235,1,1
SIPA1L1,26037,1,1
SIRT6,51548,1,1
SIRT7,51547,1,1
SKA1,220134,1,1
SKAP2,8935,1,1
SKIC8,80349,1,1
SKIDA1,387640,1,1
SLC12A6,9990,1,1
SLC13A3,64849,1,1
SLC13A5,284111,1,1
SLC16A13,201232,1,1
SLC16A6,9120,1,1
SLC17A2,10246,1,1
SLC17A9,63910,1,1
SLC18B1,116843,1,1
SLC19A3,80704,1,1
SLC1A2,6506,1,1
SLC20A1,6574,1,1
SLC22A15,55356,1,1
SLC22A18,5002,1,1
SLC22A9,114571,1,1
SLC23A2,9962,1,1
SLC25A1,6576,1,1
SLC25A12,8604,1,1
SLC25A16,8034,1,1
SLC25A20,788,1,1
SLC25A21,89874,1,1
SLC25A24,29957,1,1
SLC25A30,253512,1,1
SLC25A39,51629,1,1
SLC25A40,55972,1,1
SLC25A43,203427,1,1
SLC25A45,283130,1,1
SLC25A46,91137,1,1
SLC25A5,292,1,1
SLC26A2,1836,1,1
SLC26A3,1811,1,1
SLC27A2,11001,1,1
SLC29A1,2030,1,1
SLC29A3,55315,1,1
SLC2A10,81031,1,1
SLC2A3,6515,1,1
SLC30A1,7779,1,1
SLC30A10,55532,1,1
SLC33A1,9197,1,1
SLC35A1,10559,1,1
SLC35A2,7355,1,1
SLC35D1,23169,1,1
SLC35F5,80255,1,1
SLC35G2,80723,1,1
SLC37A2,219855,1,1
SLC38A1,81539,1,1
SLC38A11,151258,1,1
SLC38A2,54407,1,1
SLC38A3,10991,1,1
SLC38A4,55089,1,1
SLC38A5,92745,1,1
SLC38A6,145389,1,1
SLC38A9,153129,1,1
SLC39A10,57181,1,1
SLC39A11,201266,1,1
SLC39A4,55630,1,1
SLC39A5,283375,1,1
SLC39A8,64116,1,1
SLC3A2,6520,1,1
SLC41A1,254428,1,1
SLC41A2,84102,1,1
SLC44A3,126969,1,1
SLC44A5,204962,1,1
SLC49A4,84925,1,1
SLC4A7,9497,1,1
SLC51A,200931,1,1
SLC51B,123264,1,1
SLC5A3,6526,1,1
SLC5A9,200010,1,1
SLC66A3,130814,1,1
SLC6A11,6538,1,1
SLC6A12,6539,1,1
SLC6A4,6532,1,1
SLC6A8,6535,1,1
SLC7A5,8140,1,1
SLC7A6OS,84138,1,1
SLC9A1,6548,1,1
SLC9A6,10479,1,1
SLC9A8,23315,1,1
SLCO2A1,6578,1,1
SLCO4A1,28231,1,1
SLCO4C1,353189,1,1
SLCO5A1,81796,1,1
SLFNL1,200172,1,1
SLX4IP,128710,1,1
SMAD5,4090,1,1
SMAD6,4091,1,1
SMAP1,60682,1,1
SMARCA4,6597,1,1
SMARCAD1,56916,1,1
SMC1A,8243,1,1
SMC2,10592,1,1
SMC4,10051,1,1
SMC6,79677,1,1
SMG1,23049,1,1
SMG9,56006,1,1
SMIM19,114926,1,1
SMIM20,389203,1,1
SMIM24,284422,1,1
SMIM29,221491,1,1
SMIM3,85027,1,1
SMOX,54498,1,1
SMPDL3A,10924,1,1
SMURF1,57154,1,1
SMURF2,64750,1,1
SMYD3,64754,1,1
SNAPC4,6621,1,1
SNCA,6622,1,1
SNHG1,23642,1,1
SNHG10,283596,1,1
SNHG11,128439,1,1
SNHG20,654434,1,1
SNHG29,125144,1,1
SNHG32,50854,1,1
SNHG8,100093630,1,1
SNORA25,684959,1,1
SNORA61,677838,1,1
SNORA68,26780,1,1
SNORC,389084,1,1
SNRPD3,6634,1,1
SNX14,57231,1,1
SNX24,28966,1,1
SNX7,51375,1,1
SNX8,29886,1,1
SOAT1,6646,1,1
SOAT2,8435,1,1
SOBP,55084,1,1
SOCS1,8651,1,1
SOCS4,122809,1,1
SOCS6,9306,1,1
SOD-3,181748,1,1
SON,6651,1,1
SORBS2,8470,1,1
SORL1,6653,1,1
SOX2,6657,1,1
SOX30,11063,1,1
SOX4,6659,1,1
SOX9,6662,1,1
SP100,6672,1,1
SP5,389058,1,1
SPA17,53340,1,1
SPAG1,6674,1,1
SPAG16,79582,1,1
SPAG4,6676,1,1
SPAG5,10615,1,1
SPAST,6683,1,1
SPATA2L,124044,1,1
SPATA33,124045,1,1
SPC25,57405,1,1
SPIN3,169981,1,1
SPIN4,139886,1,1
SPINK1,6690,1,1
SPIRE2,84501,1,1
SPNS1,83985,1,1
SPOCD1,90853,1,1
SPON2,10417,1,1
SPRTN,83932,1,1
SPRY1,10252,1,1
SPSB1,80176,1,1
SPTLC3,55304,1,1
SQOR,58472,1,1
SRARP,149563,1,1
SRD5A3,79644,1,1
SRGAP3,9901,1,1
SRPX,8406,1,1
SRPX2,27286,1,1
SRSF1,6426,1,1
SRSF2,6427,1,1
SRSF5,6430,1,1
SRSF6,6431,1,1
SRSF7,6432,1,1
SRSF8,10929,1,1
SRXN1,140809,1,1
SSBP1,6742,1,1
SSR3,6747,1,1
SSUH2,51066,1,1
ST6GAL1,6480,1,1
ST7L,54879,1,1
STAG1,10274,1,1
STAG2,10735,1,1
STARD13,90627,1,1
STARD9,57519,1,1
STAT2,6773,1,1
STAT5,100135887,1,1
STAT5B,6777,1,1
STAT6,6778,1,1
STAU2,27067,1,1
STBD1,8987,1,1
STC1,6781,1,1
STC2,8614,1,1
STEAP1,26872,1,1
STEAP2,261729,1,1
STIL,6491,1,1
STIM2,57620,1,1
STK16,8576,1,1
STK17A,9263,1,1
STK17B,9262,1,1
STK38,11329,1,1
STMN1,3925,1,1
STN1,79991,1,1
STRBP,55342,1,1
STRN4,29888,1,1
STUB1,10273,1,1
STX16,8675,1,1
STX1A,6804,1,1
STX3,6809,1,1
STX5,6811,1,1
STXBP5,134957,1,1
STYX,6815,1,1
SUB1,10923,1,1
SUFU,51684,1,1
SUGCT,79783,1,1
SUGP1,57794,1,1
SULF2,55959,1,1
SULT1A2,6799,1,1
SULT1A3,6818,1,1
SULT1B1,27284,1,1
SULT1C1,20888,1,1
SULT1C2,6819,1,1
SULT1D1,53315,1,1
SULT2A2,100043194,1,1
SULT2A6,629219,1,1
SUN1,23353,1,1
SUOX,6821,1,1
SUSD3,203328,1,1
SVIL,6840,1,1
SVIP,258010,1,1
SYBU,55638,1,1
SYCE2,256126,1,1
SYNC,81493,1,1
SYNE2,23224,1,1
SYNE4,163183,1,1
SYNGR3,9143,1,1
SYTL1,84958,1,1
SYTL4,94121,1,1
TAC1,6863,1,1
TAC4,255061,1,1
TACC2,10579,1,1
TADA1,117143,1,1
TAF1A,9015,1,1
TAF3,83860,1,1
TAF5,6877,1,1
TAF5L,27097,1,1
TAF7,6879,1,1
TAF9,6880,1,1
TAF9B,51616,1,1
TAFA4,151647,1,1
TAFA5,25817,1,1
TAGLN2,8407,1,1
TALDO1,6888,1,1
TANGO2,128989,1,1
TAOK3,51347,1,1
TAP1,6890,1,1
TARBP1,6894,1,1
TARP,445347,1,1
TASOR,23272,1,1
TBC1D10B,26000,1,1
TBC1D7,51256,1,1
TBC1D8,11138,1,1
TBC1D8B,54885,1,1
TBC1D9,23158,1,1
TBC1D9B,23061,1,1
TBCK,93627,1,1
TBK1,29110,1,1
TBX3,6926,1,1
TCEA1,6917,1,1
TCEA2,6919,1,1
TCEAL8,90843,1,1
TCF12,6938,1,1
TCF19,6941,1,1
TCF7L2,6934,1,1
TCIM,56892,1,1
TCOF1,6949,1,1
TCP11L1,55346,1,1
TCRD,110066,1,1
TCTA,6988,1,1
TCTE1,202500,1,1
TDO2,6999,1,1
TDP2,51567,1,1
TDRD7,23424,1,1
TEFM,79736,1,1
TENT5A,55603,1,1
TENT5B,115572,1,1
TENT5C,54855,1,1
TEP1,7011,1,1
TERF2,7014,1,1
TET1,80312,1,1
TEX19,400629,1,1
TEX9,374618,1,1
TFDP1,7027,1,1
TFDP2,7029,1,1
TFF2,7032,1,1
TFPI,7035,1,1
TFPT,29844,1,1
TFR2,7036,1,1
TGFB1A,359834,1,1
TGFB1I1,7041,1,1
TGFB2,7042,1,1
TGFB3,7043,1,1
TGFBR1,7046,1,1
TGOLN2,10618,1,1
THAP10,56906,1,1
THAP2,83591,1,1
THBS2,7058,1,1
THEMIS2,9473,1,1
THNSL1,79896,1,1
THOC1,9984,1,1
THOC5,8563,1,1
THRA,7067,1,1
THSD1,55901,1,1
THYN1,29087,1,1
TIA1,7072,1,1
TICAM1,148022,1,1
TICAM2,353376,1,1
TIFA,92610,1,1
TIGAR,57103,1,1
TIGD1,200765,1,1
TIGD2,166815,1,1
TIMELESS,8914,1,1
TIMM10B,26515,1,1
TIMM8A,1678,1,1
TIPIN,54962,1,1
TK1,7083,1,1
TKFC,26007,1,1
TLE3,7090,1,1
TLK1,9874,1,1
TM2D3,80213,1,1
TM7SF2,7108,1,1
TM7SF3,51768,1,1
TMC7,79905,1,1
TMCC1,23023,1,1
TMED6,146456,1,1
TMEFF1,8577,1,1
TMEM106A,113277,1,1
TMEM115,11070,1,1
TMEM117,84216,1,1
TMEM126A,84233,1,1
TMEM126B,55863,1,1
TMEM128,85013,1,1
TMEM131L,23240,1,1
TMEM135,65084,1,1
TMEM138,51524,1,1
TMEM139,135932,1,1
TMEM140,55281,1,1
TMEM14A,28978,1,1
TMEM156,80008,1,1
TMEM160,54958,1,1
TMEM165,55858,1,1
TMEM168,64418,1,1
TMEM170B,100113407,1,1
TMEM178,68027,1,1
TMEM187,8269,1,1
TMEM19,55266,1,1
TMEM192,201931,1,1
TMEM208,29100,1,1
TMEM222,84065,1,1
TMEM242,729515,1,1
TMEM255A,55026,1,1
TMEM263,90488,1,1
TMEM268,203197,1,1
TMEM50B,757,1,1
TMEM54,113452,1,1
TMEM60,85025,1,1
TMEM64,169200,1,1
TMEM65,157378,1,1
TMEM67,91147,1,1
TMEM68,137695,1,1
TMEM86B,255043,1,1
TMEM9B,56674,1,1
TMPO,7112,1,1
TMPRSS6,164656,1,1
TMSB10,9168,1,1
TMT1A,25840,1,1
TMT1B,196410,1,1
TMX1,81542,1,1
TMX3,54495,1,1
TNC,3371,1,1
TNFA,405785,1,1
TNFAIP3,7128,1,1
TNFAIP8,25816,1,1
TNFRSF11B,4982,1,1
TNFRSF12A,51330,1,1
TNFRSF14,8764,1,1
TNFRSF19,55504,1,1
TNFRSF21,27242,1,1
TNFSF4,7292,1,1
TNKS,8658,1,1
TNKS1BP1,85456,1,1
TNNI2,7136,1,1
TNNI3,7137,1,1
TNNT2,7139,1,1
TNRC18,84629,1,1
TNS1,7145,1,1
TNS3,64759,1,1
TOMM22,56993,1,1
TONSL,4796,1,1
TOR1AIP1,26092,1,1
TOR2A,27433,1,1
TP53BP1,7158,1,1
TP53BP2,7159,1,1
TP53RK,112858,1,1
TP53TG1,11257,1,1
TPBG,7162,1,1
TPI,43582,1,1
TPM4,7171,1,1
TPP1,1200,1,1
TPR,7175,1,1
TPST2,8459,1,1
TRA2A,29896,1,1
TRAF2,7186,1,1
TRAF3,7187,1,1
TRAF4,9618,1,1
TRAF6,7189,1,1
TRAM1L1,133022,1,1
TRAP1,10131,1,1
TRAPPC10,7109,1,1
TRAPPC11,60684,1,1
TRAPPC2,6399,1,1
TRAPPC6A,79090,1,1
TREM2,54209,1,1
TRIAP1,51499,1,1
TRIB3,57761,1,1
TRIM11,81559,1,1
TRIM21,6737,1,1
TRIM22,10346,1,1
TRIM24,8805,1,1
TRIM28,10155,1,1
TRIM29,23650,1,1
TRIM38,10475,1,1
TRIM4,89122,1,1
TRIM47,91107,1,1
TRIM52,84851,1,1
TRIM56,81844,1,1
TRIM59,286827,1,1
TRIOBP,11078,1,1
TRIP13,9319,1,1
TRMT11,60487,1,1
TRMT61A,115708,1,1
TRMT61B,55006,1,1
TRMU,55687,1,1
TRPV2,51393,1,1
TRRAP,8295,1,1
TSC1,7248,1,1
TSC22D3,1831,1,1
TSEN15,116461,1,1
TSG101,7251,1,1
TSGA10,80705,1,1
TSHB,7252,1,1
TSHZ1,10194,1,1
TSPAN14,81619,1,1
TSPAN4,7106,1,1
TSPAN5,10098,1,1
TSPAN8,7103,1,1
TSPYL2,64061,1,1
TSPYL4,23270,1,1
TSSK4,283629,1,1
TST,7263,1,1
TTC14,151613,1,1
TTC17,55761,1,1
TTC27,55622,1,1
TTC33,23548,1,1
TTC39C,125488,1,1
TTC7B,145567,1,1
TTK,7272,1,1
TTLL3,26140,1,1
TTN,7273,1,1
TTR,7276,1,1
TTYH3,80727,1,1
TUBA1C,84790,1,1
TUBA8,51807,1,1
TUBB1,81027,1,1
TUBB2B,347733,1,1
TUBB6,84617,1,1
TUBBP5,643224,1,1
TUBD1,51174,1,1
TUBGCP3,10426,1,1
TUBGCP6,85378,1,1
TUFT1,7286,1,1
TUSC3,7991,1,1
TWF1,5756,1,1
TXLNA,200081,1,1
TXN2,25828,1,1
TXNDC15,79770,1,1
TXNDC16,57544,1,1
TXNRD2,10587,1,1
TYW3,127253,1,1
U2AF2,11338,1,1
UAP1L1,91373,1,1
UBA1,7317,1,1
UBA3,9039,1,1
UBA5,79876,1,1
UBAP1L,390595,1,1
UBAP2,55833,1,1
UBAP2L,9898,1,1
UBASH3B,84959,1,1
UBB,7314,1,1
UBC,7316,1,1
UBD,10537,1,1
UBE2E2,7325,1,1
UBE2L3,7332,1,1
UBE2Q2,92912,1,1
UBE3B,89910,1,1
UBE3C,9690,1,1
UBL3,5412,1,1
UBR4,23352,1,1
UBXN7,26043,1,1
UCHL1,7345,1,1
UCHL3,7347,1,1
UCN,7349,1,1
UCP3,7352,1,1
UFM1,51569,1,1
UFSP2,55325,1,1
UGCG,7357,1,1
UGDH,7358,1,1
UGP2,7360,1,1
UGT1A2,22236,1,1
UGT2A3,79799,1,1
UGT2B4,7363,1,1
UGT2B7,7364,1,1
UHMK1,127933,1,1
ULBP1,80329,1,1
ULBP2,80328,1,1
ULK1,8408,1,1
UNC-43,177921,1,1
UNC50,25972,1,1
UNC5CL,222643,1,1
UPF3B,65109,1,1
UPK3A,7380,1,1
UQCC1,55245,1,1
URB2,9816,1,1
URI1,8725,1,1
UROD,7389,1,1
USP1,7398,1,1
USP13,8975,1,1
USP14,9097,1,1
USP35,57558,1,1
USP4,7375,1,1
USP43,124739,1,1
USP46,64854,1,1
UTP15,84135,1,1
UTP18,51096,1,1
UTP20,27340,1,1
UTS2R,2837,1,1
VANGL1,81839,1,1
VAPB,9217,1,1
VAV2,7410,1,1
VCP,7415,1,1
VCPIP1,80124,1,1
VDAC2,7417,1,1
VEGFB,7423,1,1
VEGFD,2277,1,1
VIL1,7429,1,1
VIPR1,7433,1,1
VN1R1,57191,1,1
VNN1,8876,1,1
VPS16,64601,1,1
VPS36,51028,1,1
VPS39,23339,1,1
VPS54,51542,1,1
VRK1,7443,1,1
VSIG10L,147645,1,1
VSIG2,23584,1,1
VSNL1,7447,1,1
VTN,7448,1,1
VWA8,23078,1,1
WAPL,23063,1,1
WAS,7454,1,1
WASH2P,375260,1,1
WASHC5,9897,1,1
WBP1L,54838,1,1
WDFY1,57590,1,1
WDHD1,11169,1,1
WDR12,55759,1,1
WDR33,55339,1,1
WDR41,55255,1,1
WDR47,22911,1,1
WDR53,348793,1,1
WDR54,84058,1,1
WDR5B,54554,1,1
WDR62,284403,1,1
WDR7,23335,1,1
WDSUB1,151525,1,1
WFDC18,14038,1,1
WIZ,58525,1,1
WNT11,7481,1,1
WNT2BB,556087,1,1
WRNIP1,56897,1,1
WSB1,26118,1,1
WWC1,23286,1,1
WWC2,80014,1,1
WWOX,51741,1,1
XPA,7507,1,1
XPNPEP2,7512,1,1
XPNPEP3,63929,1,1
XPO1,7514,1,1
XPO6,23214,1,1
XPOT,11260,1,1
XRCC3,7517,1,1
XRCC4,7518,1,1
XRCC5,7520,1,1
YAE1,57002,1,1
YAP1,10413,1,1
YARS2,51067,1,1
YBX3,8531,1,1
YES1,7525,1,1
YJU2B,81576,1,1
YPEL2,388403,1,1
YRDC,79693,1,1
YWHAE,7531,1,1
YWHAQ,10971,1,1
ZAN,7455,1,1
ZBED3,84327,1,1
ZBED5,58486,1,1
ZBTB1,22890,1,1
ZBTB2,57621,1,1
ZBTB21,49854,1,1
ZBTB38,253461,1,1
ZC2HC1C,79696,1,1
ZC3H11A,9877,1,1
ZC3H13,23091,1,1
ZC3H18,124245,1,1
ZC3H4,23211,1,1
ZC3H7A,29066,1,1
ZC3HC1,51530,1,1
ZCCHC14,23174,1,1
ZCCHC18,644353,1,1
ZCCHC2,54877,1,1
ZCCHC7,84186,1,1
ZDHHC2,51201,1,1
ZDHHC21,340481,1,1
ZDHHC23,254887,1,1
ZFHX3,463,1,1
ZFP36,7538,1,1
ZFP36L1,677,1,1
ZFP37,7539,1,1
ZFP41,286128,1,1
ZFP69,339559,1,1
ZFP69B,65243,1,1
ZFPL1,7542,1,1
ZFX,7543,1,1
ZFYVE1,53349,1,1
ZFYVE19,84936,1,1
ZG16B,124220,1,1
ZHX2,22882,1,1
ZIC2,7546,1,1
ZMAT3,64393,1,1
ZMPSTE24,10269,1,1
ZMYM6,9204,1,1
ZNF112,7771,1,1
ZNF114,163071,1,1
ZNF117,51351,1,1
ZNF137P,7696,1,1
ZNF138,7697,1,1
ZNF184,7738,1,1
ZNF189,7743,1,1
ZNF211,10520,1,1
ZNF217,7764,1,1
ZNF225,7768,1,1
ZNF227,7770,1,1
ZNF23,7571,1,1
ZNF248,57209,1,1
ZNF260,339324,1,1
ZNF280A,129025,1,1
ZNF285,26974,1,1
ZNF30,90075,1,1
ZNF316,100131017,1,1
ZNF318,24149,1,1
ZNF337,26152,1,1
ZNF33B,7582,1,1
ZNF362,149076,1,1
ZNF37BP,100129482,1,1
ZNF385B,151126,1,1
ZNF395,55893,1,1
ZNF439,90594,1,1
ZNF44,51710,1,1
ZNF440,126070,1,1
ZNF441,126068,1,1
ZNF468,90333,1,1
ZNF502,91392,1,1
ZNF513,130557,1,1
ZNF518A,9849,1,1
ZNF552,79818,1,1
ZNF555,148254,1,1
ZNF557,79230,1,1
ZNF559,84527,1,1
ZNF561,93134,1,1
ZNF565,147929,1,1
ZNF57,126295,1,1
ZNF573,126231,1,1
ZNF576,79177,1,1
ZNF580,51157,1,1
ZNF581,51545,1,1
ZNF594,84622,1,1
ZNF600,162966,1,1
ZNF608,57507,1,1
ZNF609,23060,1,1
ZNF624,57547,1,1
ZNF639,51193,1,1
ZNF700,90592,1,1
ZNF708,7562,1,1
ZNF711,7552,1,1
ZNF75A,7627,1,1
ZNF777,27153,1,1
ZNF788P,388507,1,1
ZNF789,285989,1,1
ZNF79,7633,1,1
ZNF831,128611,1,1
ZNF84,7637,1,1
ZNF850,342892,1,1
ZNF875,284459,1,1
ZNRF3,84133,1,1
ZSCAN21,7589,1,1
ZSCAN26,7741,1,1
ZSCAN31,64288,1,1
ZSCAN4,201516,1,1
ZSWIM5,57643,1,1
ZSWIM6,57688,1,1
ZW10,9183,1,1
ZWILCH,55055,1,1
ZXDB,158586,1,1
